rate,avgbs
0.228546,74.81818181818181
1.300201,79.27272727272727
0.226588,65.5909090909091
5.737634,72.5909090909091
0.841496,70.0
5.669473,78.0
2.989406,81.54545454545455
0.031676,41.13636363636363
2.591297,80.4090909090909
6.919525,72.9090909090909
2.407803,80.18181818181819
0.762066,86.72727272727273
4.542803,84.5
2.640034,88.31818181818181
5.649179,91.63636363636364
0.613836,76.04545454545455
0.462744,63.45454545454545
0.012694,22.90909090909091
1.418192,82.0
3.74347,79.68181818181819
3.394028,83.63636363636364
5.218306,76.5
0.852326,76.36363636363636
0.216808,76.18181818181819
0.693631,91.81818181818181
2.241828,82.31818181818181
0.053839,54.86363636363637
4.305956,84.77272727272727
0.798717,67.31818181818181
1.251613,74.0
1.699161,62.0
3.033691,78.36363636363636
8.165144,77.63636363636364
6.594464,87.31818181818181
2.114208,74.5
1.347722,77.4090909090909
1.582637,76.72727272727273
0.200907,82.77272727272727
0.531677,68.22727272727273
0.356887,67.45454545454545
0.757841,81.4090909090909
2.301305,77.81818181818181
5.378429,77.27272727272727
6.034168,79.45454545454545
2.451869,83.68181818181819
5.946997,89.18181818181819
2.968935,89.72727272727273
0.007132,21.727272727272727
0.516088,52.72727272727273
0.764561,82.63636363636364
1.237775,86.04545454545455
4.609393,77.27272727272727
1.561633,82.31818181818181
8.602377,37.77272727272727
7.148464,60.81818181818182
0.970344,86.45454545454545
0.117641,55.31818181818182
0.110273,45.81818181818182
0.755719,64.36363636363636
1.141455,75.68181818181819
2.096474,82.5909090909091
3.70104,87.36363636363636
3.083445,81.68181818181819
0.995069,76.9090909090909
0.901888,75.72727272727273
2.700881,79.72727272727273
0.342182,69.72727272727273
3.174711,74.0909090909091
0.450408,64.27272727272727
0.173584,65.72727272727273
0.26868,77.45454545454545
0.781461,66.72727272727273
1.283994,71.9090909090909
0.752563,81.36363636363636
0.506978,83.31818181818181
2.392739,75.45454545454545
2.03231,73.81818181818181
0.153617,53.22727272727273
0.023297,43.77272727272727
0.085214,54.45454545454545
2.543233,72.72727272727273
0.129007,61.0
1.191709,58.59090909090909
0.96067,71.77272727272727
1.552682,83.5
2.60894,85.0
0.347706,73.86363636363636
0.185839,66.68181818181819
1.198349,79.22727272727273
1.044448,89.9090909090909
3.944622,76.45454545454545
2.171321,85.77272727272727
0.649918,73.63636363636364
0.487428,70.77272727272727
2.455967,69.77272727272727
0.795159,72.45454545454545
1.041056,87.04545454545455
1.079613,86.22222222222223
0.985601,80.9
1.904055,71.81818181818181
0.061803,52.148936170212764
2.106252,70.42
3.131968,71.9090909090909
0.119257,61.857142857142854
0.523272,67.42857142857143
0.148244,47.354838709677416
3.545035,71.05882352941177
2.526068,63.93333333333333
1.193184,71.71428571428571
1.905205,69.21212121212122
0.120819,69.91666666666667
0.078549,67.91176470588235
4.035399,72.44736842105263
2.472519,75.45
1.443435,81.3529411764706
2.517816,68.82352941176471
8.781565,78.57142857142857
0.76407,74.9375
2.028603,75.4
0.454686,52.0625
0.949819,75.6046511627907
3.842242,93.5625
0.356657,67.31818181818181
1.252132,69.2
0.958247,67.53333333333333
4.827883,81.48648648648648
